"","Name","geom","FID_Historic_Site","Document","HoCo.ID","Address","Tax.Map","Block","Parcel","Lot","Building.Name","Common.Name","Location","Survey.Year","Comments","FID_District"
"77","Railroad Hotel","POINT (1370289.63 583218.6449999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_554e","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-086.pdf"" TARGET=""NEW"">Click Here </a>",86,"8030-8034 Main St",25,0,28,0,"The Railroad Hotel, West Ilchester","Turn Over a New Leaf; The Meeting House","Ellicott City","1977","",NA
"78","Bethesda","POINT (1360629.45 574752.72)","Historic_Sites_View.fid--710a7ce6_150a05f0815_554f","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-087.pdf"" TARGET=""NEW"">Click Here </a>",87,"9140 Sybert Dr",30,5,171,0,"Long Reach, Bethesda","Dower Cottage","Ellicott City","1987","1989 Decorator Show House",NA
"79","Edward Alexander's House","POINT (1370105.25 583141.965)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5550","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-088.pdf"" TARGET=""NEW"">Click Here </a>",88,"8070 Main St",25,0,19,0,"Edw. Alexander's House; Hunts General Store; Eliz. Hunt's Ladies Millinery Shop","Cocoa Lane Restaurant","Ellicott City","1977","",NA
"80","Bernard Campell House","POINT (1370085.0599999998 583149)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5551","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-089.pdf"" TARGET=""NEW"">Click Here </a>",89,"8074 Main St",25,11,19,0,"Bernard W. Campbell House; Andrew McLaughlin's Lot","Brown & Koeber","Ellicott City","1977","",NA
"81","Hobson's Choice","POINT (1286566.44 597137.3099999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5552","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-091.pdf"" TARGET=""NEW"">Click Here </a>",91,"3145 Florence Rd",13,10,140,0,"Hobson's Choice","Great Park;Small Piece","Ellicott City","1977","Data Base had 10/13/84",NA
"82","Trusty Friend","POINT (1308576.96 602969.625)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5553","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-092.pdf"" TARGET=""NEW"">Click Here </a>",92,"14416 Rt 144",8,23,359,0,"The Trusty Friend","","Cooksville","1977","Robb Property Subdivision Lot 2",NA
"83","Samuel Powell's House","POINT (1369872.2999999998 583068.8099999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5554","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-094.pdf"" TARGET=""NEW"">Click Here </a>",94,"8120 Main St",25,0,11,0,"Samuel Powell House","Votta's Shoe Repair Shop; Rodey's Beer Garden; Navicki's Shoe Repair","Ellicott City","1977","",NA
"84","Chews Resolution Manor","POINT (1367067.69 574175.085)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5555","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-095.pdf"" TARGET=""NEW"">Click Here </a>",95,"4588 Montgomery Rd",31,1,563,35,"Chews Resolution Manor","Wheatfields","Ellicott City","1977","1987 Decorator Show House",NA
"85","Elmonte","POINT (1362002.52 596899.485)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5556","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-096.pdf"" TARGET=""NEW"">Click Here </a>",96,"9098 Furrow Ave",17,11,642,0,"El Monte (Elmonte)","Twiford","Ellicott City","1976","Patapsco Park Estates",NA
"86","Norton's Drug Store","POINT (1369997.5799999998 583096.9049999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5557","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-099.pdf"" TARGET=""NEW"">Click Here </a>",99,"8090 Main St",25,0,15,0,"Norton's Drug Store","","Ellicott City","1977","",NA
"87","The Lauman House","POINT (1370125.74 583151.34)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5558","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-098.pdf"" TARGET=""NEW"">Click Here </a>",98,"8060 Main St",25,0,291,0,"Lauman House","","Ellicott City","1977","",NA
"88","Bicentennial Headquarters","POINT (1369252.77 583235.9099999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5559","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-100.pdf"" TARGET=""NEW"">Click Here </a>",100,"8355 Court Av",25,0,290,0,"Bicentennial Headquarters Building","","Ellicott City","1977","",NA
"89","St Pauls Episcopal Church","POINT (1287046.8299999998 613231.0199999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_555a","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-101.pdf"" TARGET=""NEW"">Click Here </a>",101,"16457 Old Frederick Rd",2,22,85,0,"St. Paul's Episcopal Church","","Poplar Springs","1977","",NA
"90","Powell Log Cabin","POINT (1306320.72 598253.265)","Historic_Sites_View.fid--710a7ce6_150a05f0815_555b","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-102.pdf"" TARGET=""NEW"">Click Here </a>",102,"2240 Rt 97",14,5,31,0,"Sarah Jane Powell Log Cabin","Albert E. France Log Cabin; Dorsey's Log Building","Cooksville","1977","",NA
"91","C. Layton Log Bldg","POINT (1278973.0799999998 603051.1499999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_555c","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-103.pdf"" TARGET=""NEW"">Click Here </a>",103,"1775 St Michaels Rd",7,19,112,0,"Charles Layton, Jr. Log Building","","Woodbine","1979","Main house should be surveyed. E side St. Michael's Rd. at Florence Rd.",NA
"92","Thaddeus Crapster's Log H","POINT (1278326.97 594134.3999999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_555d","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-104.pdf"" TARGET=""NEW"">Click Here </a>",104,"3101 Cabin Run",13,13,256,14,"Crapster Farm Log House","Thadeus Crapster's Log House\","Lisbon","2010","Collapsed (data base had 8101 Cabin Run)",NA
"93","Ellicott House","POINT (1276864.65 590615.865)","Historic_Sites_View.fid--710a7ce6_150a05f0815_555e","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-105.pdf"" TARGET=""NEW"">Click Here </a>",105,"3547 Rt 94",13,19,116,0,"Robert Ellicott House","","Woodbine","1979","",NA
"94","R. Hunter House","POINT (1276112.5499999998 588762.21)","Historic_Sites_View.fid--710a7ce6_150a05f0815_555f","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-106.pdf"" TARGET=""NEW"">Click Here </a>",106,"17650 Annapolis Rock Rd",19,6,12,0,"The Robert Hunter House","","Woodbine","1979","Could not locate summer 1989. Not located",NA
"95","G G Willson Log House","POINT (1280817.48 586683.825)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5560","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-107.pdf"" TARGET=""NEW"">Click Here </a>",107,"3910 Hipsley Mill Rd",20,2,49,0,"The George G. Willson House","","Woodbine","1977","Owned by State of MD, could not locate summer 1989",NA
"96","Hipsley Mill Rd Log Bldg","POINT (1282520.4 586077.75)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5561","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-108.pdf"" TARGET=""NEW"">Click Here </a>",108,"Hipsley Mill Rd",20,3,9,0,"Site of Hipsley Mills Road Log Building","","Woodbine","1971","Not located; Could not locate summer 1989",NA
"97","J H Owings House","POINT (1292513.19 584530.845)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5562","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-110.pdf"" TARGET=""NEW"">Click Here </a>",110,"3729 Jennings Chapel Rd",20,12,134,0,"Jennings Cemetery","Long Valley Farm; Dr. John Hood Owings House site","Brookeville","1970","Not located; Same site as #109, no address on address map.",NA
"98","A B Dunn's Log House","POINT (1292292.24 584561.58)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5563","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-109.pdf"" TARGET=""NEW"">Click Here </a>",109,"3729 Jennings Chapel Rd",20,12,134,0,"Ann B. Dunn's Log House","","Woodbine","1979","Not located; Same site as #110; no address on address map.",NA
"99","Cherry Grove Slave Quarte","POINT (1291405.1099999999 594079.4249999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5564","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-112.pdf"" TARGET=""NEW"">Click Here </a>",112,"2898 Duvall Rd",13,17,50,0,"Cherry Grove Slave Quarters","J. P. Tarenz Log House","Woodbine","1978","",NA
"100","Heritage Log Bldg","POINT (1286638.38 601978.9199999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5565","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-114.pdf"" TARGET=""NEW"">Click Here </a>",114,"16539 A. E. Mullinix Rd",7,22,132,0,"The Heritage Log Building","","Woodbine","1979","Same site as 113, could not locate summer of 1989. Collapsed",NA
"101","Sunnyside","POINT (1281250.2 596757.72)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5566","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-115.pdf"" TARGET=""NEW"">Click Here </a>",115,"2701 Woodbine Rd",13,8,17,0,"Sunnyside","","Woodbine","1979","Only outbuildings",NA
"102","Patrick Farm House","POINT (1293968.64 600539.985)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5567","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-116.pdf"" TARGET=""NEW"">Click Here </a>",116,"1960 Daisey Rd",7,24,141,0,"Beldon Patrick Farm House","","Woodbine","1979","",NA
"103","Poverty Discovered","POINT (1310288.4 600192.6749999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5568","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-117.pdf"" TARGET=""NEW"">Click Here </a>",117,"14195 Frederick Rd",14,6,46,0,"Poverty Discovered","","Cooksville","1970","Not Located",NA
"104","Albert Schulze Bldg","POINT (1279989.45 603234.945)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5569","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-118.pdf"" TARGET=""NEW"">Click Here </a>",118,"1685 St Michaels Rd",7,20,213,0,"Albert Schultz Post and Plank Building","","Woodbine","1979","PC says good condition. Agricultural Easement",NA
"105","Deep Meadow","POINT (1293075.8699999999 589875.5249999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_556a","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-119.pdf"" TARGET=""NEW"">Click Here </a>",119,"3173 Daisey Rd",13,24,61,0,"Deep Meadow","","Woodbine","1976","Beautiful barn on site",NA
"106","By His Grace","POINT (1300923.5999999999 583575.375)","Historic_Sites_View.fid--710a7ce6_150a05f0815_556b","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-120.pdf"" TARGET=""NEW"">Click Here </a>",120,"3710 Rt 97",21,9,4,0,"By His Grace","","Glenwood","UNK","",NA
"107","Nancy Valle House","POINT (1297543.5899999999 578249.4299999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_556c","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-121.pdf"" TARGET=""NEW"">Click Here </a>",121,"4401 Roxbury Mills Rd",21,20,70,0,"Nancy Valle's Stone House","","Brookeville","1979","",NA
"108","Russel Maisel House","POINT (1301656.14 580273.4099999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_556d","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-122.pdf"" TARGET=""NEW"">Click Here </a>",122,"15282 Roxbury Road",21,15,27,0,"Stephen B. Dorsey Farm Tenant House","Russel Maisel's Stone House","Glenelg","1976","Address as per KS",NA
"109","George Chase House","POINT (1301132.94 577828.9049999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_556e","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-123.pdf"" TARGET=""NEW"">Click Here </a>",123,"15081 Roxbury Rd",21,21,191,3,"George Chase Brick House","Clark Family Farm","Roxbury Mills","2008","",NA
"110","St Barnabas Episcopal Ch","POINT (1320957.7799999998 617144.2799999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_556f","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-124.pdf"" TARGET=""NEW"">Click Here </a>",124,"13125 Forsythe Rd",4,16,50,0,"St. Barnabas Episcopal Church","","Sykesville","2008","",NA
"111","Wavertree","POINT (1323755.13 583194.21)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5570","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-125.pdf"" TARGET=""NEW"">Click Here </a>",125,"12961 Triadelphia Rd",22,10,314,0,"Wavertree","","Ellicott City","1978","Benson Branch Park",NA
"112","Marvin Howard Bldg","POINT (1306844.22 581796.09)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5571","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-126.pdf"" TARGET=""NEW"">Click Here </a>",126,"14564 Dorsey Mill Rd",21,17,31,0,"No ""Historic"" name noted on the Survey Form","Marvin Howard's Log Building","Glenwood","1979","Vacant",NA
"113","Lynda Byrd Stone's House","POINT (1325441.76 614861.6699999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5572","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-127.pdf"" TARGET=""NEW"">Click Here </a>",127,"601 River Rd",4,24,101,4,"No ""Historic"" name noted on the Survey Form","Linda Byrd's Log Store","Sykesville","1979","",NA
"114","John Clark's House","POINT (1342429.5599999998 603873.4349999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5573","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-128.pdf"" TARGET=""NEW"">Click Here </a>",128,"1575 Marriottsville Rd",10,16,34,2,"Judge John L. Clark's House","","Marriottsville","UNK","2003 Decotrator Show House (Valhalla)",NA
"115","Gate House - Doughoregan","POINT (1343546.22 589356.765)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5574","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-130.pdf"" TARGET=""NEW"">Click Here </a>",130,"3120 Manor Ln",23,6,71,0,"Gate House - Doughoregan Manor","","Ellicott City","1979","",NA
"116","Enniscorthy","POINT (1339640.01 587172.96)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5575","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-131.pdf"" TARGET=""NEW"">Click Here </a>",131,"3412 Folly Quarter Rd",23,4,66,0,"Enniscorthy","","Ellicott City","1979","",NA
"117","Stone House","POINT (1344377.76 581737.005)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5576","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"3841 Manor Ln",23,17,78,0,"Stone House on Doughoregan Manor","","Ellicott City","1979","",NA
"118","Franciscan Friars Novitia","POINT (1329754.47 579464.4299999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5577","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"12290 Folly Quarter Rd",22,24,46,0,"The Franciscan Friars Novitiate","","Ellicott City","1979","",NA
"119","Johnson House","POINT (1344735.45 576862.005)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5578","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-134.pdf"" TARGET=""NEW"">Click Here </a>",134,"4411 Manor Ln",29,5,2,0,"William Johnson Estate House","","Ellicott City","1979","",NA
"120","Porter's Tavern","POINT (1344400.1099999999 571352.58)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5579","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-135.pdf"" TARGET=""NEW"">Click Here </a>",135,"4955 Manor Ln",29,11,93,0,"Porter's Tavern","The Jack Gebhard House","Ellicott City","1978","",NA
"121","Kline Farm Ruins","POINT (1350804.1199999999 573124.335)","Historic_Sites_View.fid--710a7ce6_150a05f0815_557a","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-136.pdf"" TARGET=""NEW"">Click Here </a>",136,"Rt 108",30,7,9,0,"The Joel Kline Farm (ruins)","","Ellicott City","1970","Not located; site now Centennial Park",NA
"122","Brosenne's Stone House","POINT (1349892.5999999999 587400.75)","Historic_Sites_View.fid--710a7ce6_150a05f0815_557b","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-137.pdf"" TARGET=""NEW"">Click Here </a>",137,"10281 Rt 40",24,1,670,0,"Brosenne's Stone House","Pine Orchard Hotel","Ellicott City","1978","",NA
"123","Gerwig-Lintner House","POINT (1351487.25 586843.845)","Historic_Sites_View.fid--710a7ce6_150a05f0815_557c","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-138.pdf"" TARGET=""NEW"">Click Here </a>",138,"10101 Frederick Rd",24,2,65,0,"Gerwig-Lintner House","","Ellicott City","1978","Demolished 1987",NA
"124","Brick House Farm","POINT (1350021.42 584800.83)","Historic_Sites_View.fid--710a7ce6_150a05f0815_557d","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-139.pdf"" TARGET=""NEW"">Click Here </a>",139,"3660 Centennial Ln",24,7,740,62,"Shirley","Brick House Farm; Little Brick Farm; Herman Feage Brick House","Ellicott City","1997","",NA
"125","Gary Memorial Church","POINT (1364690.46 600506.1749999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_557e","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-140.pdf"" TARGET=""NEW"">Click Here </a>",140,"2029 Daniels Rd",17,6,627,0,"Gary Memorial United Methodist Church","","Daniels","1979","",NA
"126","The Lawn","POINT (1392108.66 566326.11)","Historic_Sites_View.fid--710a7ce6_150a05f0815_557f","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-141.pdf"" TARGET=""NEW"">Click Here </a>",141,"6036 Old Lawyers Hill Rd",32,21,6,1,"The Lawn","","Elkridge","1976","2006 Decorator Show House",NA
"127","St John's Rectory","POINT (1361581.2899999998 585610.4099999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5580","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-142.pdf"" TARGET=""NEW"">Click Here </a>",142,"3480 St Johns Ln",24,11,759,0,"Rebecca's Lot","Old St. John's Rectory","Ellicott City","1977","Field check to determine new address and lot number",NA
"128","MacAlpine Slave Quarters","POINT (1360565.8199999998 583789.815)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5581","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-143.pdf"" TARGET=""NEW"">Click Here </a>",143,"3645 MacAlpine Rd",24,11,645,23,"MacAlpine Slave Quarters","","Ellicott City","1979","",NA
"129","Wayside Inn","POINT (1361742.63 577414.6799999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5582","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-144.pdf"" TARGET=""NEW"">Click Here </a>",144,"4344 Columbia Rd",24,23,302,0,"Wayside Inn","","Ellicott City","1976","Special exception granted for Bed & Breakfast",NA
"130","Mt Joy","POINT (1363576.44 572216.9249999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5583","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-145.pdf"" TARGET=""NEW"">Click Here </a>",145,"8885 Montjoy Pl",30,12,260,119,"Montjoy Farm","Mount Joy; Mount Joy Farm; Santa Fe Farm","Ellicott City","2003","Developer owned; house to be rehabed",NA
"131","Stempner House","POINT (1394541.51 564176.325)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5584","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-146.pdf"" TARGET=""NEW"">Click Here </a>",146,"5781  Main St",38,4,345,0,"Stempner House","","Elkridge","1973","Condition: Very altered",NA
"132","Frank Boggs House","POINT (1367296.0499999998 567617.955)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5585","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-148.pdf"" TARGET=""NEW"">Click Here </a>",148,"5306 Waterloo Dr",31,13,337,0,"Frank Boggs House","","Ellicott City","1979","Gone",NA
